Дата,№ заказа,Наименование,Количество,Доп. Расход чипов,Излишки,Виды брака_Дефект 1,Виды брака_Дефект 2,Виды брака_Дефект 3,Виды брака_Дефект 4,Виды брака_Дефект 5,Виды брака_Дефект 6,Виды брака_Дефект 7,Виды брака_Дефект 8,Виды брака_Дефект 9,Виды брака_Дефект 10,% брака,Принт 1 сторона_Дефект 11,Принт 1 сторона_Дефект 12,Брак без видимых причин,Участок,Номенклатура,Цена,кол-во брака,Общее кол-во брака,Заказ клиента,Стоимость брака
2025-03-24,25УП-002896,gAAAAABpAh5J6orCZ7z4NN9C5yNA10ogngDU3fzO5S_jymeVCH_rlk5VrKLTv5Q1KQN7aVKLu8OvLFiYTdKkP5xu7umqBvT9ztfP4C246A1kFj6dGPA-tcMscKcvJROmHoIUT8Z6XYSqA5-bErEAzma6DxZl-YcrgFxy9ZA2ECtoFe7wykoyDMG8FWuZqKZcvnooZZbA7UYEVpFnZJFUSZC-HdxwOPqCHw==,80.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,36.0,0.0,0.0,0,0.0
2025-03-24,25УП-002940,gAAAAABpAh5JHhvPsEq35mDDVVHK84dOfawSFTRwGdlHRoTCiPrBFrigIhd1KgdrG4YWm3YqhrWXCaelofq9Qsq_stx4FcVa9hO5y-cQybqniZ-DQPusLH-i2OW7tfjxDhDVcI1m4ZNuthl1ahezstkz3PhZTM2p3a_rCkbcfV4zi_Cj316KkwDgsWF1YiCMEhlE46B_Q539usTJQjDtyWLS0g980c2n5A==,24.0,0.0,0.0,0.0,0,0.0,3,0,0,0,0.0,0.0,0,12.5,0,0,0.0,Цех 1,Отсутствует информация,0.0,3.0,0.0,0,0.0
2025-03-24,25УП-002942,gAAAAABpAh5JjIHlCMcC1FD_eJ-TyBjBEX27ibjpbgoBRTESOB1wMy0SsHKj8SZWWdoc2PaJxd4UhxDMjtfLKAErBQSK0Ma0axQoKurLKLEJqn-zYeF4A2ITlnwT4U2ba5yMEWdAPjWErlHCCSMSbEuvpPrH9iVbAP8NByCmIiarGwf7Vpq7DOe3wpJTX3QXlD8-qd8X2zPtZqeufuG1gkR3898jO1oRFA==,14.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-03-24,25УП-002860,gAAAAABpAh5J-EA2LNnZ7SJBLbIrC84weV79O6TEF-orA5OKjR6SiCeC1ySea6CkB9DsnpfBL_VNo5ZiEP0aX1WAbo_k531SYL4Xehsbv1ADGKGHUtoxLwTkuzNtufkxV00_xsqsbhPqOlknBFNTd-pHfUqvVQW5kDuo7Dlxr5u3oM2nAgvAcxyauf2-QSzug7mgceI3-L99ldvYjZQ2_dzaWrWyF7zogA==,862.0,0.0,0.0,0.0,0,0.0,1,2,1,0,1.0,0.0,0,0.58,5,98,2.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,30.0,5.0,0.0,0,150.0
2025-03-24,25УП-002889,gAAAAABpAh5J9fAV8JV925iVL2ecHaH0BGaHiOOm2iNT17vHEKo0xV9emtnDXY8mxBBVQ5yKDah-Uu5_SZdGQcf7O3zueXQz37BRn6ythtX0U5z2zc7NLcrLwrh2D9IGP2pKfrfwypNm_w-r62rA3g98O5ZaDejmrqehAQqArjtGrjPYD5pwQjFnQTKbBDD7XHzF6suJd5YMz8-unqlcBymQI4OFSuP97w==,1745.0,0.0,0.0,0.0,0,0.0,4,1,1,3,2.0,0.0,19,1.72,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,33.0,30.0,0.0,0,990.0
2025-03-24,25УП-002926,gAAAAABpAh5JhPanxw7wkFBsuayv1QODGOCjTMahW7UOw0Md33xJlZ-tkojyDmVDSweZ3ix5F3eFipPcHi9dKDofDxlXOaLcA1j2ptP5DHOFgmimbGAGUuOw-KVMlo7bV_vQGKNSNrhzV2uUTx9EVhXHmCIRUxriDaoKRvF-8de85c7M0tJgvw8kJs4MxZtSrKCW0_xx09a4pcnTbpsq0YSNdJYtkWFlvQ==,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,35.0,0.0,0.0,0,0.0
2025-03-24,25УП-002924,gAAAAABpAh5JYtn79MjyygGdCdrsoNhgyAhuqCgFMeqkCYLjS-2Pnfmr1u0v0kVye98XKXICbHVDjr2k4ygwqR5MGhnYBzHfwQ201uoE-19gK0G0L1vN6BZtsGNr-AvpSQvD2KJKV3_pMKKrg3WvDciKE_EYp3VVTGlKKfIbONT9qiyRHpdVG1tK00wmuz0OJQxA8qFd90-01EaWnL0n_SQbHmj_OkFmZw==,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,5.0,0.0,0.0,0,0.0
2025-03-24,25УП-002941,gAAAAABpAh5JAF7iqGnH3-y5C34ZqKZH6KzFZO0LqK_0XaTHCZOrCf3VqURcfltanKBYOkkZKJoaFoLyM8yze6j2OrViETjuq_YJuGeKKDWfc4UkN5fXpvWl9PHbvnuA_hqZUaO8Zm9TOXSNT_sZOJLC63lUxWvHq8PP-cYddFL2smZzKz9w2A-rj_rV4--qyl3Lc0vO6vgkzXagNOwfRcdy7mvXtnJqBg==,80.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,1.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-03-24,25УП-002700,gAAAAABpAh5JEtm5S2gZdYvJHnCgyB6RjL6HMrxJuwkbJHeucfct0RRVhIsQ2wXlaQhViv3l8v1p3Ji2tzPFItceArhPJNEkOXqTC7Jwe5DfKsnrG7-6QGp-2upjwPOq0DcB4EuPrm5kHNlRDe4xlPbi6yUJ1W6SszNsrEkIqFc_QFfjEM7KwQvWS6zgFGD8phwDv2MXecih5rpHKtgWBNRFCWs2RtBb098MAQC1CKiU4f6_FCkUaBD-5t6E9WwqjtaP1s6AlgR5PpGOoaP5k7UxlNZLM_PjdZmwAfCcc9VIHjfZTZdqecPfBbyESBTVUZN4Bctfg-L18H3HTK0nRdNrA5z-dkwNQA==,6050.0,0.0,0.0,0.0,0,24.0,2,1,1,11,5.0,1.0,91,2.25,242,12,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,38.0,136.0,0.0,0,5168.0
2025-03-24,25УП-002930,gAAAAABpAh5JyyDC0r2kyMGnxktzuIMJ1HykHZnGkz46NKlW9eEoOmWsr266RhVOYBg2N-2MY56glZc6z8ncO5uI5ocAM2N7z7hSvlW5ol8giWuV9G_rj-g3iQJ2kRDDbrkt7hrXJkkPpT_VyF-OmypJQwIwsZwD-1aKCtnCoseJzgCiA7wMKVv9ugRzjK2lGno9PO3b1p_veIbRYiFZM1Hyjv56bLHXFw==,55.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0.0,0.0,0,1.82,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,42.0,1.0,0.0,0,42.0
2025-03-25,25УП-002701,gAAAAABpAh5Jf2B205NJrmumma_3yHBjloU8LQr84ufB7mTShVBE5hLaBQ1e0h8OMSkhhKYkcngqI-bcj9aqtQ1zVOm02j3pNJtny4CYjVjRva-m-XHjMVP9ZTQrP_VrpNFlnQ8Zkutsi9bkH7fexJtGpR-byzDAHi4yHY7o8GsO_zt5hFibQO2UDdiOp4yXqMprl9QAxjHQwNMxmd3gPHf0Q-Pgld3UkKSEiVbn2hw5Zd4vR3RiNjY=,3430.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,47.0,0.0,0.0,0,0.0
2025-03-25,25УП-002697,gAAAAABpAh5JlmVlPuImPNVyAc_5y9guo9HxcEcJ2MZXYspfB1hmcFjDf5Wx-wIhT5yyd-Nzj6YtquEtQAoE7owc898vn0e0GYcFqlYDcX_g5RTDScy8KvVyqbpOOTOXmoAWnRUDjihEkhSNtrMhDWMofP2KYOXIMjYGrEIX_n4JxOh9SBXuStm5XUQrZ0DUdixz1iQ42t-SFGfzoUHGlO94I4d76lTk_dFJhAq2dCc63KZaEfwlN1AzZWo5G8j8ACSh1vQVYlgu,6050.0,0.0,0.0,175.0,0,19.0,7,10,88,54,7.0,0.0,8,6.08,219,22,13.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,33.0,368.0,0.0,0,12144.0
2025-03-25,25УП-002859,gAAAAABpAh5JbKcInW0YIItO8-nJ4lNMYIamLKfR8Xgzoc-ZVfcNTxBrNDDJQizWJHSbbRZMtK6iyw7FFBr5uHBpAe0UjQXV3-gpWRO2-Mvkje-97MlyQ4mUOQYclPB9cuLr2vybzNpRFPn30VpiZxXzAvUWKDLrvzdsobLy11I02qHZ-8BFYpCVeWg6CZOGeemrLnGWaJlZ1IMQ8neLNwr_Q2ljsdTBgNGyQzOov3ck3Y430gM26So=,4.0,0.0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,50.0,0,34,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,11.0,2.0,0.0,0,22.0
2025-03-25,25УП-002701,gAAAAABpAh5JdeS3QoGLfYFrYLMWtF1t3QG6UBR7DwGd2Wvq35dpaU0U58pehK__tAbJiHSUe4TpCd_kF_JQuCa5vmB4J_zeD1zdPZL_y3e1Sq7e-yTBLWBdlHUyRlrCV1uHyqZq1ZsubSyiyWFgpw7_0CPPeUZjJrvuh3kn4k2FEAA9bgMYzKqxVklvW7cUVGe-JP_8y7P3t2TSpzauX5uc-sBGBkysYSpoMmkCLjvIR-pfeF2fc9PEJq6JzkzrerhjchgitS85,3430.0,0.0,0.0,0.0,0,6.0,11,6,2,10,8.0,3.0,28,2.16,52,12,8.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,47.0,74.0,0.0,0,3478.0
2025-03-25,25УП-002929,gAAAAABpAh5JhIJAhQ4QAw6IX6Am2Mjbs1EGEkzD4C31mE7yiAzTzD_ew0FCGSpbdX_ve-1Kzmpnby6-PhaiPuveU1QfIogA3SwqLPfq1d0l9Wa5q6aF9_05qEyjgE4l_eR4fnyrpZZB32EN9TdsNlEDcepiUmqdW--m0_RtMP0KFqHrF7r-h9B1BMMO6acaLIg6hKjrixRLedDC19O22uCIQo0TcUBT5w==,18.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,39.0,0.0,0.0,0,0.0
2025-03-25,25УП-002928,gAAAAABpAh5JXzi7YcvkECibMgrTmAcUlIuP3My5U1XYtJagadYyqQTdrh8XDvXbGqroqKjIUJwjfTPzbfDKRPkzKuNDZJN3oFMGnIlqs2R5Rde-eycW1G4kOm9CvZEx2b6shLt0if6IOZmyKJJr2KNht0QcfT8abV09Sg3paDs_j2Mz0E_1jSZ9VdPvs0AQmzzoBl3XPHKd1mvdnFUBQ5hm3YYw1ZHsrw==,10.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,23.0,0.0,0.0,0,0.0
2025-03-25,25УП-002925,gAAAAABpAh5JODDo6M5njSJoQ0DuTRkxNe1783FfnY8RsneTqkLzKSGe4xkDgPAxsFb5sxRzkr1ldumLgrezWI3I1DCggw60lDIUQHxbxD5HvUbdyrzn01s-zmNJ0h6lq6-nBICjEZOSjhsVd_ndgu-YLknmTc-NBx2u9ozglAXrJtdoyF5jZIY5xN2pFVYUIakPdCYC2nsGD3vdPebG23Bk3EoonViWzw==,12.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,46.0,0.0,0.0,0,0.0
2025-03-25,25УП-002932,gAAAAABpAh5JtkvOtAymhGvud5dfBrO41gUCG2odyMIQlQw61kH05eARWEVEn0nu7SCvoN5j4eoqG90-0uTouHW36UDw7YEihDOo-a-3pwcRwmFcmjqAW8krd1XQ8x1qJrZbWJgzI9aONpN2a2u6TrD2AC-ieSgFsUOrqZDld_RHGVVAInVaO8seH0KxTlQ55AKErvC_4pqZGTk64xKaAzRaiV4tiZ0JnA==,4.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,35.0,0.0,0.0,0,0.0
2025-03-25,25УП-002908,gAAAAABpAh5JvoperU1w7Ygzoi-KJqlaWq6yuyXB1imCNWSWoYO0CRJbjEP__jHZmfdgUMzmmIXVCieEkmvMh0rtIlFWUKvpOcM2DHhP7NZ_v9XhIv2a91Ktnr-ak4dGrLK-a1oLGq2Eg0BQED4h-uWL6aJkjoZnT1e1xgVluWKIeVFput6qzF0uOqbwqpR-814TuXw51qYphXqATKpqhzKWjJ1zGYA2qw==,1056.0,0.0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,0.19,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,6.0,2.0,0.0,0,12.0
2025-03-25,25УП-002938,gAAAAABpAh5JhH_EqclBBi8UlLd3ENrnWOyxU4s3e7Auvu6-wQ14T4pJADQllt2P4kREYNc2fxlFKSmOcd3R4COx-TW2quXDidWgzgzc4YbsyYiRmjZ_hQS7V8WgdNgbmyFr7vNnC8cABQvFQ7BszD_AM8DU_DyEgSBIVSFqv4W5MYaAvU-Zp9mG-ycxGGrP9o_r-AW6TwEDQGYSGG6FmqiHnhmyV3GSXA==,2.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-03-25,25УП-002939,gAAAAABpAh5Jg5JQ9BhhQ-cYSw0y8qFuzrMhnUQDIuoZi-0eat8qVHy8_WTY-iNEUAWfv30CFernwcs75tPh4iY_6Vzq5mpZIF-V7gy0sWuHr9zWPJ-E339hWg13m8ACNMRXVyO57ryQG2Ag4Qn9FenotJVCe1eS0szgC45kKAaO5MhWVAcpwodn2Np9R-EAM5OXRH-r_EWGFT-aUrWwUQE_2_ze1Ew7gw==,6.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-03-25,25УП-002927,gAAAAABpAh5JgjeAvBLxvPluJz7GAHBQc4HFAgbbhF1qLJHx5KTJ6DN8-Yu-YynSO-5iWNYhdj49E5eJyssuC8GWOfkidRXY-YVXm7t2DETujR1E1CbXj-MlcpHZfnjncDOK0Vu8z4DnEJ5tQ4iQ1H2L2xqrizLnVYmgJEYp_7lZjU0VgDWNVyA9i2gY6h9iB07034b8JZf_0ZXQ2aVakJ4VTqA2cGhvvA==,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,31.0,0.0,0.0,0,0.0
2025-03-25,25УП-002933,gAAAAABpAh5JIVgdjoXjliEANHQfmafMoXy0GV_DMxI4AVXHmcjYte7ZVovglkq6DvHQYw86N6PjztsWhv8s2FfP48wjYXGRUdcSnCphAeqZ1tZdmIEldIvpcF5FVdU0DLbKgGoefig1MGxutkm67lJBGkl6GIQIwd26GDqj4R1qRRNiU0GkOFLsvj-3Y04BHPC_vf_7ZVTz92XwSNNJ4PI_f7ZxlP5NpA==,99.0,0.0,0.0,0.0,0,0.0,3,1,0,0,0.0,0.0,0,4.04,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,11.0,4.0,0.0,0,44.0
2025-03-25,25УП-002934,gAAAAABpAh5Jw1nmb8cx6ts634V8pyoKU0of099uT1NhvfurbyL_gelMYCln0cZNWuKyAjupqb96h99XF2JzJXVlQMVZ2FTgfuw-JIHEMLlQ4nbZJVnZy3PcMafnr7YL9XQVc_OV46lpHwgTdUbQ6DsFOQAmoNh56AIcvGRPBkRyVxKBJD0BkyDqGaIuFYiF4nnbFbPBlI-l6JWgrT6g2clSjjYPgCKMkQ==,193.0,0.0,0.0,0.0,0,0.0,2,2,0,1,2.0,0.0,0,3.63,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,49.0,7.0,0.0,0,343.0
2025-03-25,25УП-002936,gAAAAABpAh5Jn687430CLmhyRtijHEkuTyrG6E7x8XC5QRhOMQ58O7WeSw-NrSRJMQmuBEMGzElaQEC01w8cepiLovvFgadsaHluCL-RGz8JwbTH0S3boyNI19j2aU6CPCU3LnuD1_f_8x7LAuKPhU0EVfWbSEz1jq_4t5YsWJnLxMzJFBBrU9fwSFbGTJxfm9RPKlCvEZdagY5z9_gJXQRBPcY8ZKt2gQ==,31.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0.0,0.0,0,3.23,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,7.0,1.0,0.0,0,7.0
2025-03-25,25УП-002555,gAAAAABpAh5J8he2iVrxm7D6l4aBvNQFzLOvkh5BGI_xeVn0He23IHW-5ghEfJ-GVv7AdQfstHAo6W4fJlPlKhuPd5QyRw1O1lH6qCmy8-iqBrPVF4eZtx-53Z4tgyyywv20xnyAXuaPwLJah3hyrLTb6xc9lts57EXay7hkoL0OoHqiJjyIDXKXSG0FKzSs_dlqYJrdtwFzVnIdlDl9X9tZcCi-N-_NLQkZwbR54UgSCi3Mb1LhhzyAXgxDPcE2puGsldNq80XV9q0KyC6TgJ-mOPTX-kF1OJFym8V3asFytt32vV5ORkbhx4OLhUlURuQQjSYskaVM,1536.0,0.0,0.0,0.0,0,2.0,0,0,1,0,0.0,0.0,4,0.46,24,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,6.0,7.0,0.0,0,42.0
2025-03-25,25УП-002995,gAAAAABpAh5JOcXy_ys69WpTsmae5D2R-_VxIp2WC4YWT8y6w87Ws_vDwUMgVn77Q_cNqTYL8OpnQxBXxbsLnLpeR6vd6Z3KSj2-OiXnVlPQUVnPcGm_SW6EkrSSpAO9mhp_fgseec1e5Z1MDmJxU9iPx4jMKZY6fjp_QmowbG-S3diH2OigdveyauxE79G6TlU_yk5lRpEqah_5KYEuwywcfOwNAD0GgQ==,2.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-03-25,25УП-002996,gAAAAABpAh5JeR-oNUAFt0M7Pl0kxki2XS5cty5-2fcXh8q7ww2Sl7rzB-I0SqcoVr6e2w85V0Z9qudByzDCidV73w_kULqPBIex6kUd-6kb1fmqJhwb9o5G7Etx1PsLEbqVkCKwVVWPRXifDnSlQjA3M0yPuG3tfjGFHeMJa79DEcFY0uaRRVj2UZ1edN98DpnsAbq5B93bfTQF5LP1z0JTgy_cuo4vEw==,11.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-03-25,25УП-002935,gAAAAABpAh5J32ow5u5wjELe7zECKABR9EnELMoODN2DvWYoj7EqvmzCSOjXnYtaDo2KzwBC1AdeA1cronpZKlgGdRVpstYI-8-gqF-Mx3tnlT6lEAS9jEOu_uMhOPWvYOl_T033J_q2XM9Cm3qxnXTMWcXhIPQK8y7NFz9stfCD_v-Ot5qOC7fs8mapzic-W1EuxsJfvnK2BnxhKb29T178Fv7gtIZ5JQ==,405.0,0.0,0.0,0.0,0,0.0,2,0,0,4,0.0,0.0,0,1.48,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,18.0,6.0,0.0,0,108.0
2025-03-25,25УП-002983,gAAAAABpAh5JjX-DhiSg5V4beVL1Xg39JFwrb6xoYKQjieD4rbTanca7aNvWTgfgUwa4VPsrSL_6j5PK5Y2SeEVtUt5QOgf2lBlu1uYY1mwaNR5B4KNw1obGfLlMMgPC85HCkR-20MaJywTDDroz092fvb1WABqN8DIypJoSRoKvOadKEWvZJ_vxQMYbzDpisDoRsmttBNVp5TNDVhTvG73vG5USdGPXvA==,2.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,41.0,0.0,0.0,0,0.0
2025-03-25,25УП-002937,gAAAAABpAh5JGIwkrtVcO9RiUtFD4YfwcjbDbajI9bM6GndaTrv5FC3PM4pLEbMDn4ApR7Gbxytd6ISe0h7-uLpZkcvvUS-wv8s39xqQfZtQjN2vvJWvazevlhNUY6wTYNQulqaz05FpO8MapyYUpv2d2PJW3mjWTUGWXowxd-RhXax5kS6OSoE7OlO-2M-J4_pCdqF7dHF60Mg3ssc-iWm7bdfjpnH9HA==,436.0,0.0,0.0,0.0,0,1.0,2,3,0,5,2.0,0.0,0,2.98,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,31.0,13.0,0.0,0,403.0
2025-03-25,25УП-002981,gAAAAABpAh5JWAbc9_z2nf_UyUnKgEEhjTjPjVJiBcvfJ9C_ucMS_jDtbZdZgvsUKwDb1QKio7pzdFLTrR1kOCKtQu-IB7Yn_2fTK7HdX_MbFvxTwsc9mhspd0SAb047LyklPbZZ1K9K8fDno6kIA-_Z955narF-Xd1M_HP8mf1bzrJ7X5ZwOWWsqTNTyFIsIVvGTWc4Y_JzqNemo5EV2c55jQKaNJ9bOw==,8.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,50.0,0.0,0.0,0,0.0
2025-03-25,25УП-002980,gAAAAABpAh5JGWIAOPRQwVFJ6Iqy78yZFQMK373DRBwbOwfTMLqL0ZuXJ15THT5SNiAv1fzvYCLEeV9-WbA7sI94uDh_cO4xZeXjXrGqSffRAmCjvCyvS9pNMpP9oS_NApW_c8K6QBO3FdAgG84rw_GRUMp53Bp58Sa3D-McTAoQwus8e77SC16Ayu9hzpmZpampv-WE7p5a0PDCeBm5IPK9VOdG4xcK_A==,7.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,44.0,0.0,0.0,0,0.0
2025-03-25,25УП-002982,gAAAAABpAh5JmcQXUU9AD2nLSdihvsrb0PBPdYfR3pNjn50jZYc3pJdL_S6eziQFu9vsDNyXg2yPPVfqOH7DcVDDDGB5yaoqEN5PFFH9_sZh_PjcOG-guQMrDjI_lYr18GlRCQGn1B2RSxguiqKMy-MOLghN2aU1VSjCiyrVeZf9igmxcHgNuheIH1qkpJwdqfTrc9zd-0C-LFTc4utxcy8XMwJyNc-Izg==,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,10.0,0.0,0.0,0,0.0
2025-03-25,25УП-002998,gAAAAABpAh5JPbt2uPt8UsodAaoNWdmMy8zMxiDjC0qxp8E5BbXJR5t64ddGriqAOXMTSjAmlyFYGgqjyzKAr1YwmIXam6Ca4l5punPDRPLbGXuf-WhNesmrpi1CYqIPUbCPdS0lmOgdgC_oF8-xNgsqvj09fhpOAITX7sKXE5oEIZN6ANtclWNe7S9Ct0eyK9sIqlHsCF-gtvjvIi0sSTUNC70y53ttFw==,5.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-03-25,25УП-002984,gAAAAABpAh5JafXNYvicqx4hWVEXdsRUTM10OglYS-1lWmSUIl0Pc330GTHmiy-63GO_HeapsR7M5ktYfNh4K6NXIU7Tad-Mg1kEMx_6DSU8U8XqX8HwFPJn5QugWm-zrkDFVomYzKb5kx5Aa6_rPdqKLApLHmES-Qumir54bNe31KOznF7hh1cxe0dnWvDOvnMvQSsfKgPAoAtrtnq57wq3dTJUEYqqlA==,9.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,5.0,0.0,0.0,0,0.0
2025-03-25,25УП-002997,gAAAAABpAh5Jicu86mBW3q6y04MyQ-uedzl7IHeM7ix-PmmBgmFzOI7sx73LAa-H1QbIDrWrZs_dkWY1HdZQ4Nbvyb-95vH9egbIDW8AkHsVVVUASEKclAcwKUlEQXbDstsxpOCfq4FYoOqXRbgnJMOmh5sRC6r_qwPWWVa0EX3dv--TcrHRKPXZWq5flGWBQpK_lgKCk21zjEFErxWRFoBo-dyLCX95BQ==,34.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,Отсутствует информация,0.0,0.0,0.0,0,0.0
2025-03-25,25УП-002985,gAAAAABpAh5JpS-6ciOtPz414QHCM9_950F28KCvFPYXC0Tm5zMJTbwQZgUDWOHACHtSipwlYRCATRf9XkBhx4IvotPH7gR3Ta68JM905IdALBdYDauTkd0BxsyU9FqnvfPv8g6RPB-s_nfWESgYchqOK9d85JhNkDPKDpJ888IPlhd8BTdxbIcszNBwyzp0hwr0nK_mmVtV0G0I8K9iv9XIoUsTdZB06g==,11.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,Цех 1,fab766f1a371fa9589394e3b353b295b68ca3fcf09d7f5f592c6baa6f89c6dea,20.0,0.0,0.0,0,0.0
